,100_MIDDLE_avr_goldEarned,100_MIDDLE_avr_kill,100_MIDDLE_avr_death,100_MIDDLE_avr_assists,100_MIDDLE_avr_trueDamageDealtToChampions,100_MIDDLE_avr_damageDealtToTurrets,100_MIDDLE_avr_goldSpent,100_MIDDLE_avr_visionScore,100_MIDDLE_avr_physicalDamageDealt,100_MIDDLE_avr_totalHeal,100_MIDDLE_avr_champLevel,100_MIDDLE_avr_magicDamageDealtToChampions,100_MIDDLE_avr_wardsPlaced,100_MIDDLE_avr_goldSpent,100_TOP_avr_goldEarned,100_TOP_avr_kill,100_TOP_avr_death,100_TOP_avr_assists,100_TOP_avr_trueDamageDealtToChampions,100_TOP_avr_damageDealtToTurrets,100_TOP_avr_goldSpent,100_TOP_avr_visionScore,100_TOP_avr_physicalDamageDealt,100_TOP_avr_totalHeal,100_TOP_avr_champLevel,100_TOP_avr_magicDamageDealtToChampions,100_TOP_avr_wardsPlaced,100_TOP_avr_goldSpent,100_JUNGLE_avr_goldEarned,100_JUNGLE_avr_kill,100_JUNGLE_avr_death,100_JUNGLE_avr_assists,100_JUNGLE_avr_trueDamageDealtToChampions,100_JUNGLE_avr_damageDealtToTurrets,100_JUNGLE_avr_goldSpent,100_JUNGLE_avr_visionScore,100_JUNGLE_avr_physicalDamageDealt,100_JUNGLE_avr_totalHeal,100_JUNGLE_avr_champLevel,100_JUNGLE_avr_magicDamageDealtToChampions,100_JUNGLE_avr_wardsPlaced,100_JUNGLE_avr_goldSpent,100_ADC_avr_goldEarned,100_ADC_avr_kill,100_ADC_avr_death,100_ADC_avr_assists,100_ADC_avr_trueDamageDealtToChampions,100_ADC_avr_damageDealtToTurrets,100_ADC_avr_goldSpent,100_ADC_avr_visionScore,100_ADC_avr_physicalDamageDealt,100_ADC_avr_totalHeal,100_ADC_avr_champLevel,100_ADC_avr_magicDamageDealtToChampions,100_ADC_avr_wardsPlaced,100_ADC_avr_goldSpent,100_SUPPORT_avr_goldEarned,100_SUPPORT_avr_kill,100_SUPPORT_avr_death,100_SUPPORT_avr_assists,100_SUPPORT_avr_trueDamageDealtToChampions,100_SUPPORT_avr_damageDealtToTurrets,100_SUPPORT_avr_goldSpent,100_SUPPORT_avr_visionScore,100_SUPPORT_avr_physicalDamageDealt,100_SUPPORT_avr_totalHeal,100_SUPPORT_avr_champLevel,100_SUPPORT_avr_magicDamageDealtToChampions,100_SUPPORT_avr_wardsPlaced,100_SUPPORT_avr_goldSpent,200_MIDDLE_avr_goldEarned,200_MIDDLE_avr_kill,200_MIDDLE_avr_death,200_MIDDLE_avr_assists,200_MIDDLE_avr_trueDamageDealtToChampions,200_MIDDLE_avr_damageDealtToTurrets,200_MIDDLE_avr_goldSpent,200_MIDDLE_avr_visionScore,200_MIDDLE_avr_physicalDamageDealt,200_MIDDLE_avr_totalHeal,200_MIDDLE_avr_champLevel,200_MIDDLE_avr_magicDamageDealtToChampions,200_MIDDLE_avr_wardsPlaced,200_MIDDLE_avr_goldSpent,200_TOP_avr_goldEarned,200_TOP_avr_kill,200_TOP_avr_death,200_TOP_avr_assists,200_TOP_avr_trueDamageDealtToChampions,200_TOP_avr_damageDealtToTurrets,200_TOP_avr_goldSpent,200_TOP_avr_visionScore,200_TOP_avr_physicalDamageDealt,200_TOP_avr_totalHeal,200_TOP_avr_champLevel,200_TOP_avr_magicDamageDealtToChampions,200_TOP_avr_wardsPlaced,200_TOP_avr_goldSpent,200_JUNGLE_avr_goldEarned,200_JUNGLE_avr_kill,200_JUNGLE_avr_death,200_JUNGLE_avr_assists,200_JUNGLE_avr_trueDamageDealtToChampions,200_JUNGLE_avr_damageDealtToTurrets,200_JUNGLE_avr_goldSpent,200_JUNGLE_avr_visionScore,200_JUNGLE_avr_physicalDamageDealt,200_JUNGLE_avr_totalHeal,200_JUNGLE_avr_champLevel,200_JUNGLE_avr_magicDamageDealtToChampions,200_JUNGLE_avr_wardsPlaced,200_JUNGLE_avr_goldSpent,200_ADC_avr_goldEarned,200_ADC_avr_kill,200_ADC_avr_death,200_ADC_avr_assists,200_ADC_avr_trueDamageDealtToChampions,200_ADC_avr_damageDealtToTurrets,200_ADC_avr_goldSpent,200_ADC_avr_visionScore,200_ADC_avr_physicalDamageDealt,200_ADC_avr_totalHeal,200_ADC_avr_champLevel,200_ADC_avr_magicDamageDealtToChampions,200_ADC_avr_wardsPlaced,200_ADC_avr_goldSpent,200_SUPPORT_avr_goldEarned,200_SUPPORT_avr_kill,200_SUPPORT_avr_death,200_SUPPORT_avr_assists,200_SUPPORT_avr_trueDamageDealtToChampions,200_SUPPORT_avr_damageDealtToTurrets,200_SUPPORT_avr_goldSpent,200_SUPPORT_avr_visionScore,200_SUPPORT_avr_physicalDamageDealt,200_SUPPORT_avr_totalHeal,200_SUPPORT_avr_champLevel,200_SUPPORT_avr_magicDamageDealtToChampions,200_SUPPORT_avr_wardsPlaced,200_SUPPORT_avr_goldSpent,win
20,13327,8,7,11,1169,3308,11625,27,27,1465,17,957,10,11625,10984,5,1,14,0,5838,10950,10,10,2688,14,5852,7,10950,12594,4,7,21,1331,1125,12410,21,21,13367,16,14441,3,12410,14298,6,6,19,1847,5182,13575,38,38,2845,16,1791,9,13575,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,8661,3,6,4,1130,1739,7700,17,17,2989,13,1853,7,7700,10363,8,9,4,196,4234,9950,15,15,4443,13,2131,5,9950,15255,15,3,5,1617,4275,12650,32,32,11386,16,703,11,12650,10062,4,7,14,0,979,10083,13,13,4297,14,2747,10,10083,9102,2,15,19,2228,856,7950,66,66,8554,13,0,35,7950,1
21,16590,13,12,14,100,9146,16910,18,18,1465,16,26045,7,16910,9167,7,2,7,4045,2524,7633,11,11,2568,13,171,8,7633,8312,3,4,9,1082,2605,6625,18,18,8902,12,678,4,6625,8525,1,7,6,66,2167,8050,34,34,3984,13,0,10,8050,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,6900,3,8,3,461,1397,6625,20,20,3615,10,7015,9,6625,7288,2,5,2,0,3179,6525,14,14,26,11,1243,7,6525,5285,1,1,7,205,0,4250,8,8,17921,10,2868,2,4250,8645,4,2,3,1046,172,8225,17,17,418,11,4819,7,8225,6451,3,7,12,538,103,5600,39,39,598,9,2870,19,5600,1
22,5879,4,6,1,244,1124,5660,10,10,2351,10,6802,6,5660,11593,12,5,3,66,2989,8375,15,15,1883,13,4646,10,8375,11907,4,3,13,6859,3040,11000,38,38,17553,16,81,9,11000,7642,0,4,12,0,1684,7850,19,19,2636,12,10195,8,7850,7136,3,2,11,276,115,5775,60,60,2824,10,3887,21,5775,6752,2,5,2,0,0,6215,17,17,360,12,8458,10,6215,9397,4,8,5,0,1780,8825,13,13,1850,13,3941,7,8825,11335,4,7,9,1304,0,11200,46,46,21398,15,1659,20,11200,8645,4,2,3,1046,172,8225,17,17,418,11,4819,7,8225,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
23,17589,12,3,6,2335,9217,14625,32,32,1702,17,11828,9,14625,10363,8,9,4,196,4234,9950,15,15,4443,13,2131,5,9950,10170,11,4,5,1472,82,10085,23,23,7070,13,16375,5,10085,7753,2,7,8,160,0,7200,14,14,509,11,1297,6,7200,6387,1,4,11,0,311,5810,45,45,3121,12,7057,24,5810,5879,4,6,1,244,1124,5660,10,10,2351,10,6802,6,5660,12679,7,9,5,51,5599,12100,29,29,16668,15,2876,9,12100,7945,2,5,7,877,68,7775,17,17,6448,12,7960,8,7775,10274,5,6,6,863,2262,9025,25,25,827,12,1414,8,9025,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
24,5879,4,6,1,244,1124,5660,10,10,2351,10,6802,6,5660,8154,6,1,2,1130,4253,6550,3,3,2979,12,0,3,6550,7731,3,2,3,392,999,5735,12,12,5445,11,3687,3,5735,13325,7,12,3,449,3514,12700,20,20,6722,14,3442,10,12700,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,9477,3,6,4,0,0,9060,38,38,4256,15,19244,17,9060,12679,7,9,5,51,5599,12100,29,29,16668,15,2876,9,12100,5748,5,5,1,607,595,5800,11,11,6374,8,899,3,5800,5212,2,4,3,0,106,4525,6,6,0,8,647,4,4525,3438,0,2,4,294,432,3150,23,23,561,7,1029,10,3150,1
25,7360,0,7,0,0,3136,7200,12,12,4692,12,12543,8,7200,9834,5,5,1,0,1361,9150,8,8,3647,14,1320,4,9150,9110,5,5,3,560,259,7500,17,17,6503,12,1628,7,7500,10400,6,4,4,1266,3453,10075,20,20,1709,13,367,11,10075,5990,1,2,6,0,561,5485,34,34,541,11,3638,22,5485,11144,5,1,5,860,8336,9600,18,18,12141,15,0,7,9600,16407,12,2,6,3371,24223,14308,12,12,18441,16,1828,8,14308,11922,6,8,13,1042,0,11233,47,47,19225,15,1836,9,11233,8759,2,4,8,682,2880,8775,26,26,1582,12,1073,9,8775,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
26,14151,7,11,20,297,4756,12500,31,31,3913,17,19475,12,12500,5204,2,3,5,568,282,4575,10,10,2021,10,0,5,4575,13590,7,7,14,2818,0,12175,24,24,29701,17,393,11,12175,13116,12,5,11,0,6198,12000,29,29,3517,14,4074,6,12000,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,15611,18,14,8,1280,1749,14300,16,16,362,16,1479,3,14300,10510,1,10,3,809,6390,9850,11,11,3357,14,7,5,9850,9789,4,11,9,634,482,8925,53,53,14871,13,17809,5,8925,16576,12,11,8,6493,8353,16175,17,17,1239,17,18898,9,16175,11407,4,13,32,1086,1512,10800,67,67,1258,15,6936,34,10800,1
27,11296,7,4,2,287,420,10875,24,24,3334,14,13079,14,10875,9001,4,4,1,1609,3235,8850,12,12,2079,12,151,6,8850,11879,12,4,11,2376,733,12050,22,22,13647,13,1814,9,12050,4835,2,5,2,0,555,4525,8,8,1084,8,1590,3,4525,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,11998,6,7,10,1206,1766,11990,20,20,7872,14,1840,13,11990,4661,3,0,0,0,516,3825,7,7,1012,10,1131,4,3825,3224,1,2,0,210,0,2800,3,3,1350,6,653,0,2800,11738,7,6,9,2304,1806,11150,27,27,1358,13,1127,11,11150,8069,1,10,19,832,464,7825,64,64,659,12,5084,34,7825,1
28,9712,7,5,9,2275,1227,8875,27,27,1514,13,9666,12,8875,9070,3,5,1,0,2980,8375,21,21,5786,13,1405,9,8375,12710,11,2,12,1534,2208,11325,18,18,17228,15,14793,2,11325,7962,3,5,3,600,2158,7750,18,18,1206,11,0,7,7750,5469,2,7,7,471,0,5075,41,41,490,10,3425,19,5075,13958,6,10,10,1613,3581,14000,20,20,22777,18,23411,11,14000,13400,4,6,16,408,2544,13350,37,37,11451,17,6249,12,13350,9390,8,2,3,951,1797,7800,26,26,12511,12,2041,6,7800,9446,6,10,3,620,713,9375,11,11,1752,12,0,3,9375,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
29,14258,5,4,12,0,2831,12350,40,40,2995,16,22210,20,12350,12474,7,9,4,19,7316,11700,15,15,1785,16,579,5,11700,17720,15,10,19,5092,3622,15280,58,58,23870,18,5743,6,15280,16744,17,5,9,132,7305,14780,30,30,2313,16,5953,9,14780,8998,1,3,17,694,378,7825,73,73,14057,14,5569,37,7825,12314,7,4,6,198,0,11210,26,26,790,16,24730,12,11210,9910,2,11,4,0,2018,9783,19,19,4385,14,4931,11,9783,10805,7,1,8,364,2401,7925,34,34,15855,14,1247,5,7925,13287,7,10,9,3042,439,12600,23,23,1296,15,478,8,12600,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
30,7750.0,2.0,8.0,5.0,0.0,565.0,7175.0,17.0,17.0,2139.0,12.0,15127.0,10.0,7175.0,6851.0,3.0,8.0,9.0,849.0,72.0,6750.0,36.0,36.0,1147.0,11.0,6021.0,26.0,6750.0,8834.0,9.0,0.0,3.0,409.0,5103.0,5735.0,9.0,9.0,6057.0,11.0,5031.0,3.0,5735.0,11512.0,5.0,5.0,2.0,0.0,2791.0,10950.0,18.0,18.0,9611.0,14.0,1445.0,9.0,10950.0,10238.0,4.0,3.0,2.0,274.0,2724.0,9200.0,32.0,32.0,518.0,12.0,646.0,15.0,9200.0,,,,,,,,,,,,,,,9140.0,3.0,9.0,9.0,154.0,3903.0,8000.0,12.0,12.0,8112.0,13.0,0.0,8.0,8000.0,6879.0,1.0,2.0,4.0,1694.0,0.0,6700.0,20.0,20.0,10431.0,11.0,5033.0,4.0,6700.0,12440.0,7.0,7.0,11.0,340.0,7352.0,9750.0,30.0,30.0,4959.0,14.0,3094.0,11.0,9750.0,8736.0,3.0,4.0,7.0,2183.0,2967.0,6975.0,20.0,20.0,1238.0,13.0,10603.0,8.0,6975.0,0.0
31,922,0,0,0,0,49,500,0,0,56,3,254,0,500,9001,4,4,1,1609,3235,8850,12,12,2079,12,151,6,8850,8834,9,0,3,409,5103,5735,9,9,6057,11,5031,3,5735,7297,5,1,6,0,3480,4825,12,12,558,10,1339,6,4825,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,11153,4,2,10,1976,1829,9200,26,26,3783,16,10999,4,9200,7342,0,6,1,0,1729,7250,10,10,3953,12,3237,7,7250,10709,7,1,7,2989,0,10325,26,26,12530,14,8112,8,10325,12440,7,7,11,340,7352,9750,30,30,4959,14,3094,11,9750,3401,1,5,0,216,0,2250,7,7,1728,6,984,5,2250,1
32,9526,5,4,5,297,2660,8800,9,9,952,14,18329,7,8800,7708,1,4,4,0,2666,7383,15,15,2711,14,2954,7,7383,10611,7,0,10,395,705,9525,33,33,15481,15,13741,2,9525,11871,13,3,3,0,3854,11410,13,13,2889,13,2899,6,11410,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,7672,2,13,7,928,0,6925,11,11,23,13,13044,9,6925,9001,4,4,1,1609,3235,8850,12,12,2079,12,151,6,8850,8663,7,12,6,1463,0,8425,16,16,7767,11,0,3,8425,12440,7,7,11,340,7352,9750,30,30,4959,14,3094,11,9750,5498,1,7,4,538,0,4675,47,47,121,10,4151,25,4675,1
33,6926,4,4,0,360,2211,6550,7,7,688,11,342,3,6550,7358,3,2,3,156,2466,6510,14,14,5125,13,6581,7,6510,12819,12,2,9,706,0,11600,20,20,19224,14,766,5,11600,9715,6,4,6,828,131,9075,19,19,3602,12,524,7,9075,6577,2,5,9,432,69,5660,44,44,5914,10,3076,18,5660,8053,1,3,2,0,947,6575,15,15,775,13,9986,10,6575,12506,8,9,4,0,846,12200,21,21,10048,15,3542,9,12200,8289,3,1,6,2839,303,7275,32,32,14011,12,0,6,7275,13413,9,6,11,88,8129,12825,21,21,4886,14,2355,7,12825,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
34,10235,9,7,6,578,4747,9195,18,18,6698,13,16615,5,9195,9566,4,5,12,0,7135,9325,25,25,5288,13,1728,11,9325,8663,7,12,6,1463,0,8425,16,16,7767,11,0,3,8425,9991,4,3,10,2437,5709,9275,22,22,2495,12,1281,8,9275,8702,1,4,18,224,967,8300,37,37,9008,12,1005,16,8300,10142,3,4,20,0,1985,8150,25,25,12190,15,13981,11,8150,12930,9,4,6,486,5097,11075,14,14,3560,15,49,9,11075,10741,5,2,14,1566,1580,9175,28,28,9852,15,4572,5,9175,7359,2,8,9,264,0,6645,12,12,5948,11,10356,7,6645,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
35,14943.0,10.0,6.0,12.0,164.0,6282.0,14150.0,9.0,9.0,15647.0,18.0,25791.0,4.0,14150.0,7115.0,5.0,0.0,1.0,0.0,3868.0,5125.0,4.0,4.0,2626.0,12.0,8061.0,3.0,5125.0,12732.0,6.0,4.0,13.0,4080.0,1145.0,11675.0,17.0,17.0,14831.0,16.0,8515.0,4.0,11675.0,15448.0,12.0,9.0,14.0,344.0,7738.0,16830.0,31.0,31.0,3426.0,16.0,6178.0,8.0,16830.0,15515.0,17.0,7.0,14.0,5241.0,627.0,12525.0,57.0,57.0,5248.0,15.0,0.0,24.0,12525.0,,,,,,,,,,,,,,,9001.0,4.0,4.0,1.0,1609.0,3235.0,8850.0,12.0,12.0,2079.0,12.0,151.0,6.0,8850.0,5850.0,2.0,5.0,1.0,857.0,14.0,5425.0,10.0,10.0,2604.0,10.0,866.0,5.0,5425.0,7017.0,0.0,11.0,18.0,648.0,58.0,6650.0,65.0,65.0,1176.0,13.0,4617.0,32.0,6650.0,8730.0,2.0,10.0,8.0,663.0,745.0,8385.0,24.0,24.0,9.0,15.0,12113.0,5.0,8385.0,1.0
36,12148,12,3,7,840,6263,11125,15,15,3196,14,18000,6,11125,7324,2,3,2,0,1393,6625,15,15,1724,13,2188,10,6625,6025,0,8,6,404,0,5975,30,30,22453,10,5275,6,5975,17207,16,2,3,4998,4879,14150,45,45,8835,16,5120,11,14150,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,12534,2,3,9,1119,1635,12425,13,13,4659,17,805,7,12425,9232,3,4,10,135,3199,7500,21,21,1395,14,3122,10,7500,13375,8,8,8,1589,632,13000,32,32,21267,16,19586,6,13000,14900,16,4,6,1765,4556,11550,20,20,5356,14,2563,10,11550,7070,0,3,21,739,833,5875,45,45,2252,13,4603,30,5875,0
37,10701,5,8,2,0,1167,10735,12,12,0,16,20940,6,10735,9484,4,9,3,224,983,8650,17,17,3978,13,1721,11,8650,10686,5,9,7,1566,243,9175,22,22,10663,13,1779,4,9175,12052,7,3,5,256,7711,11400,28,28,3445,13,2353,9,11400,9330,4,1,12,387,718,7675,89,89,8564,14,9276,37,7675,14162,9,5,11,100,4645,14275,16,16,6694,16,27994,9,14275,9041,1,7,8,120,4002,8275,16,16,1963,14,3443,10,8275,11779,7,7,10,1117,1252,10400,22,22,13273,15,13285,5,10400,13437,6,2,12,1523,10764,11500,40,40,3199,16,1939,11,11500,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
38,9987.0,4.0,4.0,2.0,1745.0,1403.0,8700.0,22.0,22.0,2574.0,13.0,1180.0,7.0,8700.0,7230.0,2.0,4.0,1.0,822.0,1886.0,6850.0,11.0,11.0,2658.0,13.0,0.0,6.0,6850.0,12265.0,6.0,2.0,9.0,3478.0,5378.0,11825.0,11.0,11.0,18669.0,15.0,0.0,2.0,11825.0,9144.0,8.0,9.0,3.0,0.0,836.0,8950.0,10.0,10.0,370.0,12.0,4645.0,8.0,8950.0,5741.0,2.0,3.0,6.0,0.0,73.0,5360.0,32.0,32.0,3126.0,9.0,4817.0,19.0,5360.0,,,,,,,,,,,,,,,9397.0,4.0,8.0,5.0,0.0,1780.0,8825.0,13.0,13.0,1850.0,13.0,3941.0,7.0,8825.0,9958.0,3.0,1.0,8.0,2468.0,1490.0,7750.0,18.0,18.0,13619.0,15.0,6423.0,8.0,7750.0,13116.0,12.0,5.0,11.0,0.0,6198.0,12000.0,29.0,29.0,3517.0,14.0,4074.0,6.0,12000.0,7995.0,5.0,3.0,19.0,614.0,261.0,7900.0,40.0,40.0,8086.0,12.0,7246.0,21.0,7900.0,0.0
39,10387,4,3,14,0,5950,9675,11,11,1966,13,4086,6,9675,10476,12,5,8,858,3744,10500,10,10,3365,13,23048,5,10500,15255,15,3,5,1617,4275,12650,32,32,11386,16,703,11,12650,12171,9,4,7,330,5970,11475,22,22,4373,14,1208,11,11475,7831,5,6,18,500,493,6800,27,27,175,12,1423,14,6800,6256,1,7,4,0,1326,5950,17,17,2372,11,268,7,5950,4661,3,0,0,0,516,3825,7,7,1012,10,1131,4,3825,9127,8,10,8,1623,0,9000,9,9,4679,12,12603,1,9000,7923,3,8,10,850,1282,7800,18,18,1288,11,646,6,7800,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
40,8600,4,9,2,2598,0,7925,18,18,4524,14,2806,7,7925,12504,7,4,11,5125,3118,12025,35,35,9265,15,12334,6,12025,8071,4,0,4,514,234,6350,26,26,7490,12,2151,5,6350,6318,1,5,2,294,4022,5475,10,10,1444,10,409,5,5475,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,8312,1,6,3,745,2486,8125,9,9,3218,13,191,4,8125,13755,6,2,12,0,2403,13358,19,19,5290,16,3109,9,13358,9390,8,2,3,951,1797,7800,26,26,12511,12,2041,6,7800,12234,7,6,12,752,6211,12208,14,14,2337,13,8708,9,12208,6532,3,9,12,596,164,6050,49,49,598,10,4556,27,6050,1
41,8600,4,9,2,2598,0,7925,18,18,4524,14,2806,7,7925,9070,3,5,1,0,2980,8375,21,21,5786,13,1405,9,8375,8869,5,8,5,864,0,8535,11,11,8170,12,22429,5,8535,6991,2,5,2,54,0,6900,16,16,1647,11,714,10,6900,4729,0,8,8,604,0,4475,27,27,155,8,3239,19,4475,11091,10,7,4,3293,7747,10358,20,20,7804,13,563,9,10358,7750,1,1,8,0,3931,6075,14,14,1954,13,8408,7,6075,8449,3,4,3,716,480,8075,19,19,12376,12,570,7,8075,13194,9,2,6,1763,5198,11350,17,17,4601,14,3398,6,11350,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
42,11706,9,0,3,1137,3302,9000,14,14,1590,13,2041,7,9000,10941,5,3,6,947,12217,8400,9,9,10933,13,0,6,8400,8994,7,3,5,991,1543,7100,19,19,12381,12,1302,2,7100,13928,11,4,6,980,2935,12700,31,31,6516,15,4621,9,12700,5464,0,2,13,0,931,4350,48,48,1375,10,1796,17,4350,7124,1,1,1,0,1252,6050,2,2,7673,12,8000,3,6050,7168,5,1,1,192,1743,5075,14,14,5183,11,316,6,5075,7673,3,5,5,482,0,6450,10,10,11153,12,7828,2,6450,7054,0,4,3,285,772,6725,10,10,2591,10,393,7,6725,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
43,,,,,,,,,,,,,,,8444.0,3.0,7.0,4.0,75.0,2665.0,8125.0,13.0,13.0,1859.0,13.0,11697.0,8.0,8125.0,10727.0,3.0,7.0,12.0,6388.0,0.0,10530.0,18.0,18.0,13826.0,14.0,14967.0,4.0,10530.0,8297.0,2.0,7.0,24.0,1086.0,248.0,7425.0,72.0,72.0,9834.0,13.0,8957.0,29.0,7425.0,6275.0,3.0,12.0,10.0,818.0,0.0,5925.0,11.0,11.0,4280.0,9.0,979.0,8.0,5925.0,14667.0,11.0,9.0,16.0,102.0,3838.0,13200.0,20.0,20.0,5354.0,16.0,34159.0,10.0,13200.0,10519.0,5.0,4.0,8.0,203.0,3483.0,9175.0,22.0,22.0,1787.0,14.0,0.0,9.0,9175.0,8710.0,4.0,4.0,12.0,810.0,3723.0,7850.0,28.0,28.0,6930.0,12.0,13228.0,6.0,7850.0,13928.0,11.0,4.0,6.0,980.0,2935.0,12700.0,31.0,31.0,6516.0,15.0,4621.0,9.0,12700.0,15515.0,17.0,7.0,14.0,5241.0,627.0,12525.0,57.0,57.0,5248.0,15.0,0.0,24.0,12525.0,0.0
44,11410,5,4,6,0,3006,9400,30,30,6345,15,14382,11,9400,11260,8,8,6,1987,2244,11350,20,20,5583,15,6938,11,11350,17572,20,4,15,1770,5280,16025,25,25,17903,18,36019,3,16025,16529,16,6,4,5305,9760,15625,26,26,6741,14,3186,11,15625,12351,5,8,13,0,7813,10800,45,45,5069,16,2582,11,10800,11499,4,10,6,0,3397,11175,17,17,5363,15,1412,10,11175,13253,10,8,8,0,4574,12550,22,22,10289,16,3259,14,12550,12961,6,7,6,1387,953,12050,29,29,8074,15,14192,8,12050,12818,7,12,4,400,1859,12950,15,15,6653,14,2083,8,12950,8508,2,13,12,1100,697,7800,50,50,13639,13,8470,29,7800,1
45,9077,3,5,5,0,1724,8125,24,24,5224,13,12948,11,8125,10363,8,9,4,196,4234,9950,15,15,4443,13,2131,5,9950,11024,12,5,17,753,2561,9400,26,26,6345,13,5098,4,9400,12052,7,3,5,256,7711,11400,28,28,3445,13,2353,9,11400,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,13717,10,5,6,823,3604,12315,25,25,1896,16,28523,6,12315,10510,1,10,3,809,6390,9850,11,11,3357,14,7,5,9850,15255,15,3,5,1617,4275,12650,32,32,11386,16,703,11,12650,8193,2,3,13,0,1936,7150,22,22,5163,13,5765,13,7150,5413,3,8,3,433,46,4325,42,42,857,8,2830,19,4325,0
46,10863,8,5,8,656,3829,8775,12,12,3447,14,5014,12,8775,9338,5,1,9,0,4808,7750,23,23,2212,13,10769,7,7750,9584,6,3,8,606,1608,9300,17,17,11244,13,514,6,9300,12298,10,6,10,8360,6590,9925,12,12,6077,13,0,8,9925,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,7900,4,7,4,408,280,7785,11,11,0,11,7035,6,7785,7340,2,6,7,0,611,7610,10,10,3153,12,11516,5,7610,9595,9,7,2,1548,592,9075,25,25,5663,12,3829,1,9075,7021,1,11,5,0,1824,6625,20,20,1558,11,549,9,6625,6228,0,7,9,0,706,5825,45,45,3641,10,385,21,5825,1
47,20369,32,8,3,12364,5603,21385,17,17,15588,17,24097,9,21385,13914,15,4,3,678,5507,11125,14,14,10503,14,1068,7,11125,14523,4,10,12,4830,2464,13625,18,18,18896,18,14977,4,13625,7053,2,3,6,0,3265,5910,15,15,336,12,6786,7,5910,7218,2,3,14,244,1767,6400,30,30,4870,10,6289,13,6400,6867,4,8,0,2457,2170,5950,16,16,3484,12,3915,8,5950,4952,0,9,5,0,0,4325,13,13,1093,10,7851,7,4325,6590,3,8,2,352,0,5650,10,10,5130,10,7101,5,5650,10414,9,7,1,6001,4635,10100,7,7,4613,13,0,5,10100,6168,2,3,8,266,295,5775,20,20,292,10,1132,12,5775,1
48,9649,8,5,3,3290,997,9250,11,11,5244,12,7696,5,9250,10416,6,3,3,260,11051,8975,7,7,4676,15,3698,3,8975,7289,5,9,5,868,0,7200,11,11,4415,10,0,5,7200,5816,1,8,3,0,557,5225,11,11,3639,9,282,6,5225,5299,3,11,2,1372,635,5200,9,9,1186,9,129,5,5200,20369,32,8,3,12364,5603,21385,17,17,15588,17,24097,9,21385,5767,1,6,1,250,2233,3775,9,9,8697,11,3988,5,3775,10729,14,7,5,804,2840,9350,10,10,4707,12,2667,6,9350,11955,12,3,11,160,11321,10225,7,7,4127,13,0,6,10225,7820,5,3,16,242,2520,6385,21,21,3639,10,9101,9,6385,0
49,13786,7,8,11,4740,4584,12500,30,30,5444,17,32710,13,12500,7876,2,7,0,0,2932,6985,13,13,1267,12,7341,8,6985,7123,4,7,8,1200,0,6775,19,19,5135,11,7633,4,6775,9773,4,7,5,1020,1583,8700,27,27,1892,12,760,9,8700,5665,2,6,13,524,57,5175,46,46,491,9,4033,27,5175,9568,8,0,5,572,1284,9275,15,15,10049,13,12933,8,9275,9428,6,2,5,0,3267,8950,15,15,2437,14,0,7,8950,10227,6,6,9,538,1446,10100,11,11,7710,12,14204,5,10100,14023,12,6,12,1050,5972,13775,24,24,1042,14,55,9,13775,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
50,7852,3,2,2,860,433,7400,20,20,1436,13,6497,11,7400,9020,1,5,1,1560,3291,8200,10,10,5656,13,3345,7,8200,9487,7,3,3,929,0,8150,21,21,9539,13,2200,9,8150,7903,3,6,0,207,0,7125,15,15,3379,12,1465,6,7125,5745,0,4,7,594,75,5275,52,52,920,9,5383,29,5275,9568,8,0,5,572,1284,9275,15,15,10049,13,12933,8,9275,8846,2,3,15,40,1691,7650,23,23,4133,14,6049,12,7650,9951,6,5,9,361,1128,9075,17,17,14992,13,2749,3,9075,14955,11,5,11,7354,5400,13900,37,37,5043,15,0,10,13900,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
